year_month,direction,estimate,standard_error,status,gender,age_group
2019-11,Net,192,0,Final,Female,70-74 years
2019-12,Net,154,0,Final,Female,70-74 years
2020-01,Net,111,0,Final,Female,70-74 years
2020-02,Net,115,0,Final,Female,70-74 years
2020-03,Net,54,0,Final,Female,70-74 years
2020-04,Net,-1,0,Final,Female,70-74 years
2020-05,Net,2,0,Final,Female,70-74 years
2020-06,Net,12,0,Final,Female,70-74 years
2020-07,Net,9,0,Final,Female,70-74 years
2020-08,Net,12,0,Final,Female,70-74 years
2020-09,Net,-3,0,Final,Female,70-74 years
2020-10,Net,3,0,Final,Female,70-74 years
2020-11,Net,-23,0,Final,Female,70-74 years
2020-12,Net,-36,0,Final,Female,70-74 years
2021-01,Net,-28,0,Final,Female,70-74 years
2021-02,Net,-78,0,Final,Female,70-74 years
2021-03,Net,-63,0,Final,Female,70-74 years
2021-04,Net,-76,0,Final,Female,70-74 years
2021-05,Net,-15,0,Final,Female,70-74 years
2021-06,Net,-36,0,Final,Female,70-74 years
2021-07,Net,-53,0,Final,Female,70-74 years
2021-08,Net,-40,0,Final,Female,70-74 years
2021-09,Net,-32,0,Final,Female,70-74 years
2021-10,Net,-45,0,Final,Female,70-74 years
2021-11,Net,-65,0,Final,Female,70-74 years
2021-12,Net,-68,0,Final,Female,70-74 years
2022-01,Net,-36,0,Final,Female,70-74 years
2022-02,Net,-57,0,Final,Female,70-74 years
2022-03,Net,-57,0,Final,Female,70-74 years
2022-04,Net,-57,0,Final,Female,70-74 years
2022-05,Net,-29,0,Final,Female,70-74 years
2022-06,Net,-7,0,Final,Female,70-74 years
2022-07,Net,-25,0,Final,Female,70-74 years
2022-08,Net,-31,0,Final,Female,70-74 years
2022-09,Net,-23,0,Final,Female,70-74 years
2022-10,Net,-19,0,Final,Female,70-74 years
2022-11,Net,-1,0,Final,Female,70-74 years
2022-12,Net,29,0,Final,Female,70-74 years
2023-01,Net,192,0,Final,Female,70-74 years
2023-02,Net,-30,0,Final,Female,70-74 years
2023-03,Net,-18,0,Provisional,Female,70-74 years
2023-04,Net,-41,1,Provisional,Female,70-74 years
2023-05,Net,-55,3,Provisional,Female,70-74 years
2023-06,Net,-13,3,Provisional,Female,70-74 years
2023-07,Net,-17,4,Provisional,Female,70-74 years
2023-08,Net,8,6,Provisional,Female,70-74 years
2023-09,Net,-9,6,Provisional,Female,70-74 years
2023-10,Net,-8,8,Provisional,Female,70-74 years
2023-11,Net,7,9,Provisional,Female,70-74 years
2023-12,Net,-3,10,Provisional,Female,70-74 years
2024-01,Net,6,9,Provisional,Female,70-74 years
2024-02,Net,-18,11,Provisional,Female,70-74 years
2024-03,Net,-44,14,Provisional,Female,70-74 years
2024-04,Net,-95,15,Provisional,Female,70-74 years
2024-05,Net,-117,19,Provisional,Female,70-74 years
2024-06,Net,-104,21,Provisional,Female,70-74 years
2001-01,Net,15,0,Final,Male,70-74 years
2001-02,Net,14,0,Final,Male,70-74 years
2001-03,Net,12,0,Final,Male,70-74 years
2001-04,Net,-1,0,Final,Male,70-74 years
2001-05,Net,-14,0,Final,Male,70-74 years
2001-06,Net,1,0,Final,Male,70-74 years
2001-07,Net,6,0,Final,Male,70-74 years
2001-08,Net,-1,0,Final,Male,70-74 years
2001-09,Net,10,0,Final,Male,70-74 years
2001-10,Net,9,0,Final,Male,70-74 years
2001-11,Net,21,0,Final,Male,70-74 years
2001-12,Net,7,0,Final,Male,70-74 years
2002-01,Net,10,0,Final,Male,70-74 years
2002-02,Net,18,0,Final,Male,70-74 years
2002-03,Net,57,0,Final,Male,70-74 years
2002-04,Net,-3,0,Final,Male,70-74 years
2002-05,Net,-11,0,Final,Male,70-74 years
2002-07,Net,-7,0,Final,Male,70-74 years
2002-08,Net,19,0,Final,Male,70-74 years
2002-09,Net,26,0,Final,Male,70-74 years
2002-10,Net,18,0,Final,Male,70-74 years
2002-11,Net,8,0,Final,Male,70-74 years
2002-12,Net,20,0,Final,Male,70-74 years
2003-01,Net,11,0,Final,Male,70-74 years
2003-02,Net,6,0,Final,Male,70-74 years
2003-03,Net,4,0,Final,Male,70-74 years
2003-04,Net,-13,0,Final,Male,70-74 years
2003-05,Net,1,0,Final,Male,70-74 years
2003-06,Net,-15,0,Final,Male,70-74 years
2003-07,Net,-5,0,Final,Male,70-74 years
2003-08,Net,3,0,Final,Male,70-74 years
2003-09,Net,10,0,Final,Male,70-74 years
2003-10,Net,15,0,Final,Male,70-74 years
2003-11,Net,3,0,Final,Male,70-74 years
2003-12,Net,-1,0,Final,Male,70-74 years
2004-01,Net,-4,0,Final,Male,70-74 years
2004-02,Net,4,0,Final,Male,70-74 years
2004-03,Net,-9,0,Final,Male,70-74 years
2004-04,Net,9,0,Final,Male,70-74 years
2004-05,Net,-15,0,Final,Male,70-74 years
2004-06,Net,-8,0,Final,Male,70-74 years
2004-07,Net,-1,0,Final,Male,70-74 years
2004-08,Net,6,0,Final,Male,70-74 years
2004-09,Net,-2,0,Final,Male,70-74 years
2004-10,Net,21,0,Final,Male,70-74 years
2004-11,Net,15,0,Final,Male,70-74 years
2004-12,Net,3,0,Final,Male,70-74 years
2005-01,Net,6,0,Final,Male,70-74 years
2005-02,Net,11,0,Final,Male,70-74 years
2005-03,Net,-12,0,Final,Male,70-74 years
2005-04,Net,1,0,Final,Male,70-74 years
2005-05,Net,-13,0,Final,Male,70-74 years
2005-06,Net,-10,0,Final,Male,70-74 years
2005-07,Net,-11,0,Final,Male,70-74 years
2005-08,Net,11,0,Final,Male,70-74 years
2005-09,Net,26,0,Final,Male,70-74 years
2005-10,Net,21,0,Final,Male,70-74 years
2005-11,Net,12,0,Final,Male,70-74 years
2005-12,Net,7,0,Final,Male,70-74 years
2006-01,Net,5,0,Final,Male,70-74 years
2006-02,Net,14,0,Final,Male,70-74 years
2006-03,Net,10,0,Final,Male,70-74 years
2006-04,Net,11,0,Final,Male,70-74 years
2006-06,Net,14,0,Final,Male,70-74 years
2006-07,Net,-7,0,Final,Male,70-74 years
2006-08,Net,10,0,Final,Male,70-74 years
2006-09,Net,22,0,Final,Male,70-74 years
2006-10,Net,22,0,Final,Male,70-74 years
2006-11,Net,24,0,Final,Male,70-74 years
2006-12,Net,24,0,Final,Male,70-74 years
2007-01,Net,19,0,Final,Male,70-74 years
2007-02,Net,16,0,Final,Male,70-74 years
2007-03,Net,-8,0,Final,Male,70-74 years
2007-04,Net,-3,0,Final,Male,70-74 years
2007-05,Net,1,0,Final,Male,70-74 years
2007-06,Net,-1,0,Final,Male,70-74 years
2007-07,Net,4,0,Final,Male,70-74 years
2007-08,Net,4,0,Final,Male,70-74 years
2007-09,Net,10,0,Final,Male,70-74 years
2007-10,Net,26,0,Final,Male,70-74 years
2007-11,Net,13,0,Final,Male,70-74 years
2007-12,Net,14,0,Final,Male,70-74 years
2008-01,Net,5,0,Final,Male,70-74 years
2008-02,Net,26,0,Final,Male,70-74 years
2008-04,Net,-13,0,Final,Male,70-74 years
2008-05,Net,-11,0,Final,Male,70-74 years
2008-06,Net,-1,0,Final,Male,70-74 years
2008-07,Net,-6,0,Final,Male,70-74 years
2008-08,Net,6,0,Final,Male,70-74 years
2008-09,Net,3,0,Final,Male,70-74 years
2008-10,Net,29,0,Final,Male,70-74 years
2008-11,Net,32,0,Final,Male,70-74 years
2008-12,Net,-13,0,Final,Male,70-74 years
2009-01,Net,5,0,Final,Male,70-74 years
2009-02,Net,13,0,Final,Male,70-74 years
2009-03,Net,-5,0,Final,Male,70-74 years
2009-04,Net,7,0,Final,Male,70-74 years
2009-05,Net,9,0,Final,Male,70-74 years
2009-06,Net,4,0,Final,Male,70-74 years
2009-07,Net,3,0,Final,Male,70-74 years
2009-08,Net,10,0,Final,Male,70-74 years
2009-09,Net,14,0,Final,Male,70-74 years
2009-10,Net,36,0,Final,Male,70-74 years
2009-11,Net,27,0,Final,Male,70-74 years
2009-12,Net,16,0,Final,Male,70-74 years
2010-01,Net,2,0,Final,Male,70-74 years
2010-02,Net,-7,0,Final,Male,70-74 years
2010-03,Net,4,0,Final,Male,70-74 years
2010-04,Net,-2,0,Final,Male,70-74 years
2010-05,Net,-11,0,Final,Male,70-74 years
2010-06,Net,-1,0,Final,Male,70-74 years
2010-07,Net,3,0,Final,Male,70-74 years
2010-08,Net,-3,0,Final,Male,70-74 years
2010-09,Net,5,0,Final,Male,70-74 years
2010-10,Net,6,0,Final,Male,70-74 years
2010-11,Net,12,0,Final,Male,70-74 years
2010-12,Net,7,0,Final,Male,70-74 years
2011-01,Net,9,0,Final,Male,70-74 years
2011-02,Net,4,0,Final,Male,70-74 years
2011-03,Net,-6,0,Final,Male,70-74 years
2011-04,Net,-13,0,Final,Male,70-74 years
2011-05,Net,-15,0,Final,Male,70-74 years
2011-06,Net,5,0,Final,Male,70-74 years
2011-07,Net,-12,0,Final,Male,70-74 years
2011-08,Net,3,0,Final,Male,70-74 years
2011-09,Net,19,0,Final,Male,70-74 years
2011-10,Net,17,0,Final,Male,70-74 years
2011-11,Net,15,0,Final,Male,70-74 years
2011-12,Net,-4,0,Final,Male,70-74 years
2012-01,Net,16,0,Final,Male,70-74 years
2012-02,Net,9,0,Final,Male,70-74 years
2012-03,Net,3,0,Final,Male,70-74 years
2012-04,Net,-11,0,Final,Male,70-74 years
2012-05,Net,-6,0,Final,Male,70-74 years
2012-06,Net,4,0,Final,Male,70-74 years
2012-07,Net,-12,0,Final,Male,70-74 years
2012-08,Net,-1,0,Final,Male,70-74 years
2012-09,Net,12,0,Final,Male,70-74 years
2012-10,Net,32,0,Final,Male,70-74 years
2012-11,Net,40,0,Final,Male,70-74 years
2012-12,Net,-5,0,Final,Male,70-74 years
2013-01,Net,7,0,Final,Male,70-74 years
2013-02,Net,2,0,Final,Male,70-74 years
2013-03,Net,19,0,Final,Male,70-74 years
2013-04,Net,-3,0,Final,Male,70-74 years
2013-05,Net,-21,0,Final,Male,70-74 years
2013-06,Net,-10,0,Final,Male,70-74 years
2013-08,Net,24,0,Final,Male,70-74 years
2013-09,Net,16,0,Final,Male,70-74 years
2013-10,Net,9,0,Final,Male,70-74 years
2013-11,Net,33,0,Final,Male,70-74 years
2013-12,Net,36,0,Final,Male,70-74 years
2014-01,Net,19,0,Final,Male,70-74 years
2014-02,Net,16,0,Final,Male,70-74 years
2014-03,Net,14,0,Final,Male,70-74 years
2014-04,Net,9,0,Final,Male,70-74 years
2014-05,Net,-12,0,Final,Male,70-74 years
2014-06,Net,-2,0,Final,Male,70-74 years
2014-07,Net,-8,0,Final,Male,70-74 years
2014-08,Net,-1,0,Final,Male,70-74 years
2014-09,Net,19,0,Final,Male,70-74 years
2014-10,Net,29,0,Final,Male,70-74 years
2014-11,Net,27,0,Final,Male,70-74 years
2014-12,Net,13,0,Final,Male,70-74 years
2015-01,Net,12,0,Final,Male,70-74 years
2015-02,Net,9,0,Final,Male,70-74 years
2015-03,Net,14,0,Final,Male,70-74 years
2015-04,Net,9,0,Final,Male,70-74 years
2015-05,Net,-21,0,Final,Male,70-74 years
2015-06,Net,2,0,Final,Male,70-74 years
2015-07,Net,8,0,Final,Male,70-74 years
2015-08,Net,3,0,Final,Male,70-74 years
2015-09,Net,41,0,Final,Male,70-74 years
2015-10,Net,40,0,Final,Male,70-74 years
2015-11,Net,8,0,Final,Male,70-74 years
2015-12,Net,26,0,Final,Male,70-74 years
2016-01,Net,19,0,Final,Male,70-74 years
2016-02,Net,6,0,Final,Male,70-74 years
2016-03,Net,8,0,Final,Male,70-74 years
2016-04,Net,3,0,Final,Male,70-74 years
2016-05,Net,14,0,Final,Male,70-74 years
2016-06,Net,-4,0,Final,Male,70-74 years
2016-07,Net,5,0,Final,Male,70-74 years
2016-08,Net,5,0,Final,Male,70-74 years
2016-09,Net,20,0,Final,Male,70-74 years
2016-10,Net,26,0,Final,Male,70-74 years
2016-11,Net,34,0,Final,Male,70-74 years
2016-12,Net,17,0,Final,Male,70-74 years
2017-01,Net,6,0,Final,Male,70-74 years
2017-02,Net,9,0,Final,Male,70-74 years
2017-03,Net,15,0,Final,Male,70-74 years
2017-04,Net,-3,0,Final,Male,70-74 years
2017-05,Net,-9,0,Final,Male,70-74 years
2017-06,Net,-8,0,Final,Male,70-74 years
2017-07,Net,-5,0,Final,Male,70-74 years
2017-08,Net,6,0,Final,Male,70-74 years
2017-09,Net,5,0,Final,Male,70-74 years
2017-10,Net,21,0,Final,Male,70-74 years
2017-11,Net,29,0,Final,Male,70-74 years
2017-12,Net,28,0,Final,Male,70-74 years
2018-01,Net,26,0,Final,Male,70-74 years
2018-02,Net,5,0,Final,Male,70-74 years
2018-03,Net,-4,0,Final,Male,70-74 years
2018-04,Net,-19,0,Final,Male,70-74 years
2018-05,Net,-6,0,Final,Male,70-74 years
2018-06,Net,13,0,Final,Male,70-74 years
2018-08,Net,16,0,Final,Male,70-74 years
2018-09,Net,16,0,Final,Male,70-74 years
2018-10,Net,34,0,Final,Male,70-74 years
2018-11,Net,36,0,Final,Male,70-74 years
2018-12,Net,26,0,Final,Male,70-74 years
2019-01,Net,14,0,Final,Male,70-74 years
2019-02,Net,5,0,Final,Male,70-74 years
2019-04,Net,1,0,Final,Male,70-74 years
2019-05,Net,17,0,Final,Male,70-74 years
2019-06,Net,18,0,Final,Male,70-74 years
2019-07,Net,21,0,Final,Male,70-74 years
2019-08,Net,62,0,Final,Male,70-74 years
2019-09,Net,73,0,Final,Male,70-74 years
2019-10,Net,135,0,Final,Male,70-74 years
2019-11,Net,189,0,Final,Male,70-74 years
2019-12,Net,166,0,Final,Male,70-74 years
2020-01,Net,90,0,Final,Male,70-74 years
2020-02,Net,86,0,Final,Male,70-74 years
2020-03,Net,53,0,Final,Male,70-74 years
2020-04,Net,3,0,Final,Male,70-74 years
2020-05,Net,-2,0,Final,Male,70-74 years
2020-06,Net,9,0,Final,Male,70-74 years
2020-07,Net,12,0,Final,Male,70-74 years
2020-08,Net,3,0,Final,Male,70-74 years
2020-09,Net,18,0,Final,Male,70-74 years
2020-10,Net,22,0,Final,Male,70-74 years
2020-11,Net,-9,0,Final,Male,70-74 years
2020-12,Net,-36,0,Final,Male,70-74 years
2021-01,Net,-37,0,Final,Male,70-74 years
2021-02,Net,-84,0,Final,Male,70-74 years
2021-03,Net,-44,0,Final,Male,70-74 years
2021-04,Net,-38,0,Final,Male,70-74 years
2021-05,Net,-30,0,Final,Male,70-74 years
2021-06,Net,-36,0,Final,Male,70-74 years
2021-07,Net,-26,0,Final,Male,70-74 years
2021-08,Net,-19,0,Final,Male,70-74 years
2021-09,Net,-35,0,Final,Male,70-74 years
2021-10,Net,-23,0,Final,Male,70-74 years
2021-11,Net,-51,0,Final,Male,70-74 years
2021-12,Net,-54,0,Final,Male,70-74 years
2022-01,Net,-40,0,Final,Male,70-74 years
2022-02,Net,-36,0,Final,Male,70-74 years
2022-03,Net,-33,0,Final,Male,70-74 years
2022-04,Net,-41,0,Final,Male,70-74 years
2022-05,Net,-33,0,Final,Male,70-74 years
2022-06,Net,-29,0,Final,Male,70-74 years
2022-07,Net,-19,0,Final,Male,70-74 years
2022-08,Net,-15,0,Final,Male,70-74 years
2022-09,Net,-9,0,Final,Male,70-74 years
2022-10,Net,-24,0,Final,Male,70-74 years
2022-11,Net,9,0,Final,Male,70-74 years
2022-12,Net,14,0,Final,Male,70-74 years
2023-01,Net,160,0,Final,Male,70-74 years
2023-02,Net,-8,0,Final,Male,70-74 years
2023-03,Net,-6,0,Provisional,Male,70-74 years
2023-04,Net,-14,1,Provisional,Male,70-74 years
2023-05,Net,-56,3,Provisional,Male,70-74 years
2023-06,Net,-17,3,Provisional,Male,70-74 years
2023-07,Net,-11,4,Provisional,Male,70-74 years
2023-08,Net,-2,5,Provisional,Male,70-74 years
2023-09,Net,-2,6,Provisional,Male,70-74 years
2023-10,Net,-19,7,Provisional,Male,70-74 years
2023-11,Net,5,7,Provisional,Male,70-74 years
2023-12,Net,-3,7,Provisional,Male,70-74 years
2024-01,Net,-11,8,Provisional,Male,70-74 years
2024-02,Net,-8,10,Provisional,Male,70-74 years
2024-03,Net,-31,12,Provisional,Male,70-74 years
2024-04,Net,-90,15,Provisional,Male,70-74 years
2024-05,Net,-125,18,Provisional,Male,70-74 years
2024-06,Net,-94,21,Provisional,Male,70-74 years
2001-01,Net,4,0,Final,Female,75-79 years
2001-02,Net,14,0,Final,Female,75-79 years
2001-03,Net,5,0,Final,Female,75-79 years
2001-04,Net,2,0,Final,Female,75-79 years
2001-05,Net,-3,0,Final,Female,75-79 years
2001-06,Net,5,0,Final,Female,75-79 years
2001-07,Net,7,0,Final,Female,75-79 years
2001-08,Net,6,0,Final,Female,75-79 years
2001-09,Net,14,0,Final,Female,75-79 years
2001-10,Net,13,0,Final,Female,75-79 years
2001-11,Net,11,0,Final,Female,75-79 years
2001-12,Net,8,0,Final,Female,75-79 years
2002-01,Net,7,0,Final,Female,75-79 years
2002-02,Net,11,0,Final,Female,75-79 years
2002-03,Net,12,0,Final,Female,75-79 years
2002-04,Net,2,0,Final,Female,75-79 years
2002-05,Net,-2,0,Final,Female,75-79 years
2002-06,Net,-5,0,Final,Female,75-79 years
2002-07,Net,4,0,Final,Female,75-79 years
2002-08,Net,11,0,Final,Female,75-79 years
2002-09,Net,10,0,Final,Female,75-79 years
2002-10,Net,23,0,Final,Female,75-79 years
2002-11,Net,11,0,Final,Female,75-79 years
2002-12,Net,7,0,Final,Female,75-79 years
2003-01,Net,-1,0,Final,Female,75-79 years
2003-02,Net,13,0,Final,Female,75-79 years
2003-03,Net,4,0,Final,Female,75-79 years
2003-04,Net,-16,0,Final,Female,75-79 years
2003-05,Net,1,0,Final,Female,75-79 years
2003-06,Net,-11,0,Final,Female,75-79 years
2003-07,Net,-1,0,Final,Female,75-79 years
2003-08,Net,7,0,Final,Female,75-79 years
2003-09,Net,4,0,Final,Female,75-79 years
2003-10,Net,-1,0,Final,Female,75-79 years
2003-11,Net,5,0,Final,Female,75-79 years
2003-12,Net,12,0,Final,Female,75-79 years
2004-01,Net,10,0,Final,Female,75-79 years
2004-02,Net,10,0,Final,Female,75-79 years
2004-03,Net,-8,0,Final,Female,75-79 years
2004-04,Net,-4,0,Final,Female,75-79 years
2004-05,Net,-5,0,Final,Female,75-79 years
2004-06,Net,-15,0,Final,Female,75-79 years
2004-08,Net,6,0,Final,Female,75-79 years
2004-09,Net,3,0,Final,Female,75-79 years
2004-10,Net,11,0,Final,Female,75-79 years
2004-11,Net,18,0,Final,Female,75-79 years
2004-12,Net,3,0,Final,Female,75-79 years
2005-01,Net,10,0,Final,Female,75-79 years
2005-02,Net,-2,0,Final,Female,75-79 years
2005-03,Net,4,0,Final,Female,75-79 years
2005-04,Net,-7,0,Final,Female,75-79 years
2005-06,Net,-1,0,Final,Female,75-79 years
2005-07,Net,5,0,Final,Female,75-79 years
2005-08,Net,7,0,Final,Female,75-79 years
2005-10,Net,7,0,Final,Female,75-79 years
2005-11,Net,12,0,Final,Female,75-79 years
2005-12,Net,16,0,Final,Female,75-79 years
2006-01,Net,1,0,Final,Female,75-79 years
2006-02,Net,16,0,Final,Female,75-79 years
2006-03,Net,9,0,Final,Female,75-79 years
2006-04,Net,-7,0,Final,Female,75-79 years
2006-05,Net,-7,0,Final,Female,75-79 years
2006-06,Net,-5,0,Final,Female,75-79 years
2006-07,Net,-1,0,Final,Female,75-79 years
2006-08,Net,-2,0,Final,Female,75-79 years
2006-09,Net,9,0,Final,Female,75-79 years
2006-10,Net,14,0,Final,Female,75-79 years
2006-11,Net,18,0,Final,Female,75-79 years
2006-12,Net,5,0,Final,Female,75-79 years
2007-01,Net,3,0,Final,Female,75-79 years
2007-02,Net,-2,0,Final,Female,75-79 years
2007-03,Net,-4,0,Final,Female,75-79 years
2007-04,Net,-2,0,Final,Female,75-79 years
2007-05,Net,8,0,Final,Female,75-79 years
2007-06,Net,-8,0,Final,Female,75-79 years
2007-07,Net,7,0,Final,Female,75-79 years
2007-08,Net,3,0,Final,Female,75-79 years
2007-09,Net,10,0,Final,Female,75-79 years
2007-10,Net,9,0,Final,Female,75-79 years
2007-11,Net,8,0,Final,Female,75-79 years
2007-12,Net,5,0,Final,Female,75-79 years
2008-01,Net,12,0,Final,Female,75-79 years
2008-02,Net,20,0,Final,Female,75-79 years
2008-03,Net,18,0,Final,Female,75-79 years
2008-04,Net,3,0,Final,Female,75-79 years
2008-05,Net,-14,0,Final,Female,75-79 years
2008-06,Net,-9,0,Final,Female,75-79 years
2008-07,Net,1,0,Final,Female,75-79 years
2008-08,Net,-2,0,Final,Female,75-79 years
2008-09,Net,10,0,Final,Female,75-79 years
2008-10,Net,5,0,Final,Female,75-79 years
2008-11,Net,9,0,Final,Female,75-79 years
2008-12,Net,4,0,Final,Female,75-79 years
2009-01,Net,3,0,Final,Female,75-79 years
2009-02,Net,2,0,Final,Female,75-79 years
2009-03,Net,11,0,Final,Female,75-79 years
2009-04,Net,-4,0,Final,Female,75-79 years
2009-05,Net,-2,0,Final,Female,75-79 years
2009-06,Net,-1,0,Final,Female,75-79 years
2009-07,Net,-1,0,Final,Female,75-79 years
2009-08,Net,7,0,Final,Female,75-79 years
2009-09,Net,1,0,Final,Female,75-79 years
2009-10,Net,14,0,Final,Female,75-79 years
2009-11,Net,11,0,Final,Female,75-79 years
2009-12,Net,4,0,Final,Female,75-79 years
2010-01,Net,-11,0,Final,Female,75-79 years
2010-02,Net,7,0,Final,Female,75-79 years
2010-03,Net,-1,0,Final,Female,75-79 years
2010-04,Net,-6,0,Final,Female,75-79 years
2010-05,Net,-7,0,Final,Female,75-79 years
2010-07,Net,-11,0,Final,Female,75-79 years
2010-08,Net,8,0,Final,Female,75-79 years
2010-09,Net,8,0,Final,Female,75-79 years
2010-10,Net,7,0,Final,Female,75-79 years
2010-11,Net,-1,0,Final,Female,75-79 years
2010-12,Net,4,0,Final,Female,75-79 years
2011-01,Net,-3,0,Final,Female,75-79 years
2011-02,Net,2,0,Final,Female,75-79 years
2011-03,Net,-8,0,Final,Female,75-79 years
2011-04,Net,4,0,Final,Female,75-79 years
2011-05,Net,-2,0,Final,Female,75-79 years
2011-06,Net,-10,0,Final,Female,75-79 years
2011-07,Net,-10,0,Final,Female,75-79 years
2011-08,Net,5,0,Final,Female,75-79 years
2011-09,Net,8,0,Final,Female,75-79 years
2011-10,Net,-6,0,Final,Female,75-79 years
2011-11,Net,12,0,Final,Female,75-79 years
2011-12,Net,21,0,Final,Female,75-79 years
2012-01,Net,20,0,Final,Female,75-79 years
2012-02,Net,-5,0,Final,Female,75-79 years
2012-03,Net,11,0,Final,Female,75-79 years
2012-04,Net,-1,0,Final,Female,75-79 years
2012-05,Net,-7,0,Final,Female,75-79 years
2012-06,Net,-5,0,Final,Female,75-79 years
2012-07,Net,-8,0,Final,Female,75-79 years
2012-08,Net,-4,0,Final,Female,75-79 years
2012-09,Net,4,0,Final,Female,75-79 years
2012-10,Net,11,0,Final,Female,75-79 years
2012-11,Net,11,0,Final,Female,75-79 years
2012-12,Net,3,0,Final,Female,75-79 years
2013-01,Net,15,0,Final,Female,75-79 years
2013-02,Net,5,0,Final,Female,75-79 years
2013-03,Net,1,0,Final,Female,75-79 years
2013-04,Net,-9,0,Final,Female,75-79 years
2013-05,Net,-4,0,Final,Female,75-79 years
2013-06,Net,4,0,Final,Female,75-79 years
2013-07,Net,-4,0,Final,Female,75-79 years
2013-08,Net,-1,0,Final,Female,75-79 years
2013-09,Net,6,0,Final,Female,75-79 years
2013-10,Net,-9,0,Final,Female,75-79 years
2013-11,Net,15,0,Final,Female,75-79 years
2013-12,Net,22,0,Final,Female,75-79 years
2014-01,Net,7,0,Final,Female,75-79 years
2014-02,Net,13,0,Final,Female,75-79 years
2014-03,Net,8,0,Final,Female,75-79 years
2014-04,Net,2,0,Final,Female,75-79 years
2014-05,Net,-6,0,Final,Female,75-79 years
2014-06,Net,-10,0,Final,Female,75-79 years
2014-07,Net,7,0,Final,Female,75-79 years
2014-08,Net,1,0,Final,Female,75-79 years
2014-09,Net,22,0,Final,Female,75-79 years
2014-10,Net,17,0,Final,Female,75-79 years
2014-11,Net,21,0,Final,Female,75-79 years
2014-12,Net,12,0,Final,Female,75-79 years
2015-01,Net,3,0,Final,Female,75-79 years
2015-02,Net,3,0,Final,Female,75-79 years
2015-03,Net,4,0,Final,Female,75-79 years
2015-04,Net,6,0,Final,Female,75-79 years
2015-05,Net,-4,0,Final,Female,75-79 years
2015-06,Net,-4,0,Final,Female,75-79 years
2015-07,Net,-2,0,Final,Female,75-79 years
2015-08,Net,7,0,Final,Female,75-79 years
2015-09,Net,-1,0,Final,Female,75-79 years
2015-10,Net,13,0,Final,Female,75-79 years
2015-11,Net,15,0,Final,Female,75-79 years
2015-12,Net,11,0,Final,Female,75-79 years
2016-01,Net,-1,0,Final,Female,75-79 years
2016-02,Net,3,0,Final,Female,75-79 years
2016-03,Net,5,0,Final,Female,75-79 years
2016-04,Net,-6,0,Final,Female,75-79 years
2016-05,Net,-10,0,Final,Female,75-79 years
2016-06,Net,-8,0,Final,Female,75-79 years
2016-07,Net,4,0,Final,Female,75-79 years
2016-08,Net,-9,0,Final,Female,75-79 years
2016-10,Net,24,0,Final,Female,75-79 years
2016-11,Net,24,0,Final,Female,75-79 years
2016-12,Net,15,0,Final,Female,75-79 years
2017-01,Net,3,0,Final,Female,75-79 years
2017-02,Net,14,0,Final,Female,75-79 years
2017-03,Net,-8,0,Final,Female,75-79 years
2017-04,Net,4,0,Final,Female,75-79 years
2017-05,Net,-9,0,Final,Female,75-79 years
2017-07,Net,-3,0,Final,Female,75-79 years
2017-08,Net,-16,0,Final,Female,75-79 years
2017-09,Net,-11,0,Final,Female,75-79 years
2017-10,Net,10,0,Final,Female,75-79 years
2017-11,Net,10,0,Final,Female,75-79 years
2017-12,Net,-4,0,Final,Female,75-79 years
2018-01,Net,11,0,Final,Female,75-79 years
2018-02,Net,-3,0,Final,Female,75-79 years
2018-03,Net,-8,0,Final,Female,75-79 years
2018-05,Net,-11,0,Final,Female,75-79 years
2018-06,Net,-9,0,Final,Female,75-79 years
2018-07,Net,-2,0,Final,Female,75-79 years
2018-08,Net,3,0,Final,Female,75-79 years
2018-09,Net,9,0,Final,Female,75-79 years
2018-10,Net,-12,0,Final,Female,75-79 years
2018-11,Net,6,0,Final,Female,75-79 years
2018-12,Net,3,0,Final,Female,75-79 years
2019-01,Net,2,0,Final,Female,75-79 years
2019-02,Net,7,0,Final,Female,75-79 years
2019-03,Net,-3,0,Final,Female,75-79 years
2019-04,Net,-16,0,Final,Female,75-79 years
2019-05,Net,-5,0,Final,Female,75-79 years
2019-06,Net,-2,0,Final,Female,75-79 years
2019-07,Net,10,0,Final,Female,75-79 years
2019-08,Net,15,0,Final,Female,75-79 years
2019-09,Net,28,0,Final,Female,75-79 years
2019-10,Net,69,0,Final,Female,75-79 years
2019-11,Net,73,0,Final,Female,75-79 years
2019-12,Net,75,0,Final,Female,75-79 years
2020-01,Net,78,0,Final,Female,75-79 years
2020-02,Net,47,0,Final,Female,75-79 years
2020-03,Net,30,0,Final,Female,75-79 years
2020-04,Net,1,0,Final,Female,75-79 years
2020-05,Net,2,0,Final,Female,75-79 years
2020-06,Net,6,0,Final,Female,75-79 years
2020-07,Net,-1,0,Final,Female,75-79 years
2020-08,Net,10,0,Final,Female,75-79 years
2020-09,Net,2,0,Final,Female,75-79 years
2020-10,Net,5,0,Final,Female,75-79 years
2020-11,Net,-7,0,Final,Female,75-79 years
2020-12,Net,-9,0,Final,Female,75-79 years
2021-01,Net,-16,0,Final,Female,75-79 years
2021-02,Net,-38,0,Final,Female,75-79 years
2021-03,Net,-35,0,Final,Female,75-79 years
2021-04,Net,-15,0,Final,Female,75-79 years
